Sample_ID,Alisertib,Arsenic Trioxide,Axitinib,Azacitidine,Dasatinib,Doramapimod,Foretinib,GW-2580,Idelalisib,KI20227,Linifanib,Midostaurin,Motesanib,NVP-TAE684,Pazopanib,Quizartinib,Ruxolitinib,Sorafenib,Sunitinib,Vemurafenib,NF-kB Activation Inhibitor,Cabozantinib,Crizotinib,Cytarabine,Entospletinib,Ibrutinib,JQ1,Nutlin-3,Palbociclib,Panobinostat,Trametinib,Vandetanib,Venetoclax,Artemisinin,AT 101,Birabresib,Birinapant,Bortezomib,GSK2879552,Olaparib,AGI combo,Bosutinib,Nintedanib,Sirolimus,Vatalanib,Vismodegib,PH-797804,AZD5991,Dordaviprone,Telaglenastat,Decitabine
C541,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
C20,0.142,0.074,0.954,0.0,0.362,0.286,0.686,0.142,0.406,0.836,0.056,0.0,0.22,0.0,0.284,0.406,0.169,0.0,0.321,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S80,0.14,0.0,0.242,0.106,0.334,0.116,0.764,0.233,0.178,0.418,,0.532,0.23,0.434,0.25,0.854,0.195,0.68,0.55,0.08,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S117,0.094,,0.278,,0.638,0.406,,,0.364,,,,,,,0.528,0.32,0.302,0.322,0.199,,0.286,0.299,0.438,0.264,,0.396,0.014,,,0.608,0.148,0.236,,,,,0.524,,,0.0,0.402,0.386,0.537,0.074,0.0,,,,,
S119,0.0,0.0,0.016,0.0,0.076,0.0,0.324,0.0,0.224,0.094,0.292,0.38,0.0,0.112,0.041,0.381,0.0,0.236,0.127,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S134,0.0,0.0,0.198,0.0,0.183,0.0,0.28,0.08,0.048,0.0,0.262,0.214,0.188,0.15,0.064,0.46,0.106,0.206,0.139,0.086,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S135,0.014,0.0,0.366,0.0,0.316,0.192,0.494,0.106,0.062,0.326,0.258,0.518,0.188,0.322,0.184,0.372,0.312,0.155,0.164,0.05,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1,0.254,0.0,0.104,0.0,0.357,0.46,0.4,0.0,0.398,0.18,0.062,0.614,0.0,0.294,0.001,0.719,0.093,0.537,0.319,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S136,0.436,0.192,0.47,0.112,0.759,0.494,0.766,0.246,,0.816,0.124,0.284,0.13,0.554,0.237,0.694,0.344,0.71,0.46,0.336,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S137,0.132,0.0,0.156,0.016,0.167,0.194,0.342,0.058,0.118,0.262,0.094,0.0,0.0,0.324,0.008,0.443,0.054,0.199,0.08,0.045,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S138,0.116,0.0,0.0,0.0,0.247,0.146,0.438,0.208,0.39,0.416,0.232,0.05,0.0,0.346,0.0,0.31,0.034,0.184,0.163,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S139,0.0,0.0,0.238,0.17,0.034,0.322,0.18,0.268,0.074,0.07,0.194,0.376,0.0,0.0,0.0,0.198,0.152,0.032,0.033,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S143,0.0,0.0,0.064,0.0,0.352,0.0,0.228,0.0,0.222,0.006,0.26,0.202,0.0,0.0,0.033,0.467,0.247,0.012,0.0,0.021,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S146,0.078,,,,0.005,0.268,,,0.374,,,,,,,0.0,0.0,0.227,,0.0,,0.036,0.014,0.186,0.0,0.0,0.77,0.1,0.024,0.87,0.92,0.0,0.284,,,,,,,,,,,,,,,,,,
C512,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.196,,,,,,,,,,,,,,,,,,
S583,0.076,0.0,0.084,0.03,0.0,0.222,0.202,0.0,0.108,0.122,0.098,0.058,0.0,0.26,0.016,0.311,0.118,0.08,0.001,0.069,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S147,0.116,0.002,0.358,0.14,0.688,0.488,0.572,0.37,0.376,0.528,0.39,0.284,0.258,0.33,0.296,0.604,0.184,0.352,0.4,0.047,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C12,0.084,0.0,0.122,0.0,0.406,0.298,0.754,0.137,0.294,0.33,0.456,0.436,0.288,0.348,0.188,0.688,0.0,0.558,0.353,0.014,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C16,0.326,0.012,0.19,0.0,0.0,0.348,0.184,0.001,0.176,0.0,0.248,0.0,0.164,0.0,0.024,0.299,0.0,0.063,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C13,0.116,0.066,0.202,0.0,0.398,0.186,0.344,0.15,0.0,0.384,0.186,0.16,0.14,0.188,0.152,0.332,0.238,0.323,0.267,0.037,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S149,0.042,0.0,0.31,0.02,0.18,0.458,0.292,0.048,0.15,0.294,0.112,0.0,0.0,0.0,0.0,0.484,0.08,0.198,0.031,0.0,0.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S150,0.048,0.0,,0.0,0.0,0.114,0.796,0.002,0.33,0.302,0.646,0.366,0.352,0.268,0.262,0.403,0.0,0.388,0.374,0.086,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S151,0.098,0.0,0.398,0.0,0.096,0.126,0.754,0.035,0.144,0.262,0.652,0.646,0.164,0.334,0.204,0.707,0.05,0.525,0.362,0.123,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S153,0.228,0.096,0.332,0.0,0.201,0.214,0.528,0.186,0.162,0.41,0.648,0.424,0.32,0.0,0.083,0.341,0.201,0.142,0.165,0.0,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S154,0.152,,,,0.616,0.154,,,0.194,,,,,,,0.942,0.226,0.881,,0.027,,0.9,0.339,0.54,0.612,0.516,0.24,0.228,0.582,0.832,0.58,0.412,0.954,0.0,,,,,,,,,,,,,,,,,
S155,0.258,0.038,0.178,0.0,0.196,0.386,0.824,0.107,0.31,0.362,0.126,0.0,0.004,0.0,0.065,0.426,0.126,0.281,0.212,0.0,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C22,0.732,0.23,0.338,0.0,0.354,0.602,0.546,0.0,0.318,0.072,0.054,0.398,0.0,0.418,0.097,0.067,0.833,0.022,0.108,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C23,0.052,0.0,0.0,0.0,0.004,0.094,0.19,0.0,0.134,0.052,0.038,0.046,0.0,0.0,0.0,0.6,0.106,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C26,0.0,0.204,0.0,0.44,0.783,0.152,0.694,0.45,0.48,0.642,0.518,0.462,0.5,0.468,0.692,0.57,0.277,0.266,0.591,0.226,0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C18,0.09,0.0,0.35,0.008,0.474,0.4,0.532,0.346,0.29,0.412,0.31,0.104,,0.156,0.223,0.604,0.275,0.154,0.356,0.087,0.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S158,0.052,0.0,0.22,0.122,0.454,0.164,0.384,0.097,0.892,0.0,0.17,0.0,0.0,0.0,0.0,0.281,0.0,0.077,0.439,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S159,0.278,0.178,0.286,0.0,0.203,0.28,0.158,0.11,0.422,0.49,0.0,0.188,0.954,0.232,0.199,0.364,0.24,0.464,0.253,0.326,0.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S160,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S161,0.152,0.0,0.264,0.0,0.458,0.166,0.562,0.269,0.286,0.468,0.354,0.304,0.166,0.194,0.219,0.473,0.095,0.348,0.264,0.109,0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S163,0.018,0.0,0.404,0.45,0.746,0.628,0.774,0.417,0.41,0.61,0.376,0.258,0.488,0.342,0.438,0.529,0.057,0.379,0.355,0.0,0.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C31,0.006,0.0,0.564,0.75,0.64,0.0,0.632,0.0,0.676,0.0,0.056,0.322,0.0,0.426,0.25,0.0,0.119,0.0,0.153,0.082,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S165,0.0,0.0,0.318,0.17,0.295,0.846,0.372,0.273,0.0,0.184,0.546,0.35,0.394,0.07,0.059,0.437,0.263,0.294,0.071,0.11,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S166,0.142,0.204,0.344,0.046,0.606,0.67,0.206,,,0.524,0.0,0.524,0.33,0.312,0.218,0.418,0.048,0.398,0.343,0.539,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S585,0.084,0.0,0.348,0.3,0.446,0.548,0.538,0.223,0.238,0.24,0.174,0.154,0.13,0.112,0.145,0.53,0.146,0.168,0.163,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S173,0.214,,,,0.209,0.342,,,0.234,,,,,,,0.273,0.191,0.221,,0.054,,0.238,0.33,0.14,0.184,0.438,0.62,0.096,0.128,0.71,0.224,0.092,0.792,,,,,,,,,,,,,,,,,,
S174,0.078,,,,0.276,0.35,,,0.198,,,,,,,0.397,0.13,0.191,,0.0,,0.236,0.231,0.06,0.176,0.118,0.612,0.112,0.0,0.542,0.38,0.046,0.736,,,,,,,,,,,,,,,,,,
C35,0.0,,0.0,,0.091,0.254,,,0.178,,,,,,,0.086,0.395,0.077,0.137,0.086,,0.028,0.153,0.142,0.042,,0.68,0.106,,,0.468,0.0,0.954,,,,,0.136,,,0.056,0.018,0.206,0.188,0.088,0.0,,,,,
S175,,,,,,,,,,,,,,,,,,,,,,,,0.074,,,,0.086,,,,,,,,,,,,,,,,,,,,,,,
S180,0.252,,0.416,,0.451,0.448,,,0.366,,,,,,,0.585,0.366,0.311,0.301,0.102,,0.292,0.284,0.15,0.206,,0.372,0.88,,,0.27,0.214,0.592,,,,,0.338,,,0.02,0.334,0.486,0.344,0.272,0.006,,,,,
S181,0.218,,0.408,,0.599,0.33,,,0.434,,,,,,,0.226,0.499,0.229,0.269,0.028,,0.38,0.446,0.438,0.382,,0.472,0.372,,,0.756,0.244,0.476,,,,,0.244,,,0.234,0.792,0.444,0.458,0.224,0.082,,,,,
S182,0.136,,0.11,,0.01,0.034,,,0.168,,,,,,,0.071,0.052,0.078,0.0,0.0,,0.0,0.074,0.046,0.0,,0.42,0.0,,,0.722,0.0,0.682,,,,,0.446,,,0.0,0.066,0.198,0.052,0.0,0.0,,,,,
S184,0.173,,,,0.563,0.419,,,0.471,,,,,,,0.534666666666667,0.258,0.43,,0.0,,0.52,0.343,0.104,0.364,0.274,0.695,0.047,0.087,0.241,0.447,0.203,0.407,,,,,,,,,,,,,,,,,,
C88,0.522,,,,0.925,0.406,,,0.666,,,,,,,0.737,0.733,0.744,,0.422,,0.728,0.731,0.674,0.7,0.31,0.726,0.004,0.558,0.0,0.954,0.364,0.322,,,,,,,,,,,,,,,,,,
S185,0.002,,0.0,,0.219,0.0,,,0.386,,,,,,,0.368,0.144,0.0,0.132,0.0,,0.0,0.196,0.118,0.0,,0.294,0.042,,,0.0,0.0,0.84,,,,,0.426,,,0.0,0.068,0.046,0.423,0.0,0.0,,,,,
C41,0.0,,0.144,,0.228,0.27,,,0.314,,,,,,,0.435,0.133,0.079,0.064,0.052,,0.09,0.167,0.02,0.084,,0.288,0.0,,,0.314,0.056,0.236,,,,,0.45,,,0.0,0.12,0.174,0.207,0.06,0.0,,,,,
S186,0.418,,0.048,,0.348,0.166,,,0.09,,,,,,,0.412,0.677,0.072,0.437,0.848,,0.444,0.368,0.341,0.236,,0.532,0.058,,,0.0,0.828,0.0,,,,,0.0,,,0.458,0.862,0.516,0.658,0.954,0.04,,,,,
S187,0.11,,0.296,,0.233,0.392,,,0.258,,,,,,,0.073,0.559,0.187,0.092,0.033,,0.06,0.26,0.363,0.13,,0.704,0.002,,,0.914,0.0,0.432,,,,,0.354,,,0.021,0.11,0.064,0.431,0.072,0.0,,,,,
S188,0.042,,,,0.617,0.53,,,0.328,,,,,,,0.908,0.155,0.341,0.453,0.048,,0.598,0.264,0.552,0.062,,0.604,0.245,,,0.702,0.474,0.314,,,,,0.688,,,0.265,0.654,0.448,0.474,0.354,0.0,,,,,
S190,0.174,,0.36,,0.638,0.618,,,0.364,,,,,,,0.773,0.15,0.476,0.377,0.007,,0.518,0.313,0.406,0.2,,0.434,0.098,,,0.616,0.222,0.254,,,,,0.52,,,0.085,0.408,,0.482,0.142,0.022,,,,,
S191,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,,,,,,,0.934,0.218,,,,,,,,,,,,,,,,,
S193,0.094,,0.018,,0.022,0.182,,,0.126,,,,,,,0.695,0.05,0.196,0.127,0.046,,0.334,0.236,0.096,0.076,,0.318,0.111,,,0.08,0.066,0.776,,,,,0.55,,,0.068,0.0,0.292,0.303,0.126,0.0,,,,,
S195,0.092,,0.074,,0.142,0.192,,,0.136,,,,,,,0.835,0.042,0.386,0.542,0.0,,0.538,0.128,0.223,0.396,,0.27,0.193,,,0.584,0.42,0.788,,,,,0.322,,,0.0,0.422,0.514,0.289,0.072,0.0,,,,,
S196,0.092,,0.47,,0.049,0.0,,,0.232,,,,,,,0.553,0.093,0.146,0.108,0.0,,0.262,0.059,0.126,0.0,,0.44,0.194,,,0.56,0.104,0.712,,,,,0.562,,,0.012,0.064,0.254,0.287,0.14,0.0,,,,,
S197,0.038,,0.364,,0.696,0.688,,,0.516,,,,,,,0.726,0.315,0.275,0.273,0.074,,0.57,0.469,0.019,0.212,,0.52,0.0,,,0.674,0.0,0.086,,,,,0.364,,,0.0,0.19,0.214,0.825,0.108,0.0,,,,,
S198,0.12,,0.13,,0.186,0.274,,,0.33,,,,,,,0.555,0.051,0.418,0.187,0.017,,0.308,0.243,0.075,0.166,,0.37,0.283,,,0.29,0.172,0.934,,,,,0.382,,,0.084,0.124,0.514,0.291,0.17,0.0,,,,,
S199,0.2,,0.294,,0.276,0.344,,,0.194,,,,,,,0.45,0.013,0.121,0.079,0.0,,0.252,0.189,0.157,0.044,,0.364,0.123,,,0.382,0.098,0.178,,,,,0.498,,,0.008,0.244,0.236,0.357,0.026,0.0,,,,,
S200,0.246,,0.198,,0.053,0.0,,,0.098,,,,,,,0.308,0.227,0.111,0.034,0.0,,0.252,0.226,0.462,0.16,,0.608,0.1,,,0.76,0.034,0.718,,,,,0.632,,,0.099,0.262,0.064,0.428,0.036,0.0,,,,,
S201,0.102,,,,0.357,0.448,,,0.138,,,,,,,0.37,0.233,0.231,,0.088,,0.34,0.236,0.298,0.31,0.238,0.52,0.128,0.066,0.866,0.58,0.226,0.64,0.0,,,,,,,,,,,,,,,,,
S202,0.036,,,,0.702,0.39,,,0.146,,,,,,,0.0,0.101,0.199,,0.022,,0.462,0.166,0.31,0.52,0.174,0.302,0.106,0.0,0.672,0.806,0.046,0.0,0.0,,,,,,,,,,,,,,,,,
C160,0.022,,,,0.788,0.238,,,0.262,,,,,,,0.358,0.287,0.146,,0.0,,0.278,0.15,0.25,0.66,0.38,0.342,0.0,0.0,0.732,0.802,0.27,0.044,0.0,,,,,,,,,,,,,,,,,
C164,0.012,,,,0.723,0.192,,,0.482,,,,,,,0.417,0.308,0.245,,0.0,,0.44,0.24,0.272,0.64,0.194,0.242,0.0,0.0,0.63,0.684,0.0,0.092,0.0,,,,,,,,,,,,,,,,,
S210,0.374,,0.302,,0.176,0.236,,,0.078,,,,,,,0.586,0.168,0.078,0.211,0.085,,0.624,0.408,0.218,0.306,,0.436,0.088,,,0.48,0.028,0.096,,,,,0.31,,,0.126,0.15,0.172,0.408,0.338,0.0,,,,,
S211,0.184,,0.214,,0.111,0.332,,,0.196,,,,,,,0.503,0.105,0.052,0.0,0.034,,0.04,0.225,0.108,0.082,,0.36,0.0,,,0.168,0.0,0.394,,,,,0.188,,,0.034,0.018,0.088,0.113,0.02,0.0,,,,,
S212,0.138,,0.3,,0.755,0.602,,,0.29,,,,,,,0.508,0.351,0.294,0.368,0.0,,0.436,0.194,0.332,0.184,,0.534,0.038,,,0.852,0.168,0.19,,,,,0.332,,,0.0,0.304,0.562,0.584,0.066,0.0,,,,,
S213,0.112,,0.39,,0.41,0.404,,,0.37,,,,,,,0.826,0.146,0.614,0.56,0.111,,0.56,0.25,0.393,0.242,,0.264,0.294,,,0.498,0.386,0.916,,,,,0.28,,,0.062,0.206,0.698,0.192,0.114,0.0,,,,,
S214,0.0,,0.262,,0.484,0.5,,,0.596,,,,,,,0.673,0.262,0.219,0.372,0.0,,0.314,0.146,0.4,0.006,,0.484,0.054,,,0.546,0.156,0.316,,,,,0.274,,,0.0,0.144,0.458,0.552,0.088,0.0,,,,,
S217,0.186,,0.46,,0.671,0.172,,,0.368,,,,,,,0.633,0.277,0.385,0.336,0.0,,0.67,0.36,0.35,0.234,,0.538,0.065,,,0.604,0.1,0.602,,,,,0.642,,,0.096,0.44,0.44,0.344,0.54,0.0,,,,,
S218,0.288,,0.434,,0.407,0.382,,,0.466,,,,,,,0.338,0.26,0.295,0.56,0.033,,0.504,0.488,0.596,,,0.552,0.121,,,0.706,0.228,0.76,,,,,0.572,,,0.0,0.228,0.206,0.748,0.244,0.066,,,,,
C133,0.234,,,,0.358,0.258,,,0.236,,,,,,,0.499,0.271,0.527,,0.02,,0.52,0.321,0.202,0.29,0.322,0.452,0.136,0.1,0.288,0.42,0.176,0.884,,,,,,,,,,,,,,,,,,
S229,0.076,,,,0.0,0.19,,,0.075,,,,,,,0.49,0.029,0.144,,0.0,,0.238,0.044,0.036,0.142,0.038,0.23,0.18,0.544,0.618,0.224,0.104,0.818,0.0,,,,,,,,,,,,,,,,,
S230,0.076,,,,0.6,0.386,,,0.8,,,,,,,0.659,0.278,0.495,,0.0,,0.568,0.389,0.032,0.47,0.144,0.632,0.06,0.292,0.03,0.738,0.414,0.954,,,,,,,,,,,,,,,,,,
C61,0.074,,,,0.01,0.0,,,0.15,,,,,,,0.072,0.0,0.018,,0.0,,0.184,0.0,0.224,0.0,0.0,0.546,0.0,0.0,0.85,0.88,0.0,0.06,,,,,,,,,,,,,,,,,,
S231,0.06,,,,0.574,0.622,,,0.448,,,,,,,0.681,0.284,0.436,,0.001,,0.65,0.377,0.342,0.378,0.49,0.76,0.114,0.156,0.83,0.782,0.146,0.462,,,,,,,,,,,,,,,,,,
S232,,,,,,,,,,,,,,,,,,,,,,,,,,0.264,,,,,,,0.576,,,,,,,,,,,,,,,,,,
S233,0.198,,,,0.002,0.154,,,0.0,,,,,,,0.207,0.052,0.002,,0.0,,0.22,0.064,0.186,0.316,0.136,0.414,0.096,0.012,0.346,0.0,0.0,0.88,,,,,,,,,,,,,,,,,,
S235,0.254,,,,0.527,0.45,,,0.588,,,,,,,0.446,0.173,0.604,,0.06,,0.524,0.361,0.228,0.402,0.428,0.638,0.064,0.14,0.29,0.606,0.254,0.45,,,,,,,,,,,,,,,,,,
S236,0.048,,,,0.614,0.36,,,0.2,,,,,,,0.522,0.128,0.307,,0.0,,0.452,0.277,0.27,0.382,0.064,0.836,0.016,0.0,0.918,0.856,0.056,0.142,,,,,,,,,,,,,,,,,,
C69,0.0,,,,0.365,0.176,,,0.122,,,,,,,0.297,0.124,0.233,,0.08,,0.46,0.493,0.268,0.726,0.536,0.624,0.156,0.018,0.954,0.536,0.0,0.396,,,,,,,,,,,,,,,,,,
S237,0.04,,,,0.442,0.448,,,0.322,,,,,,,0.721,0.322,0.458,,0.075,,0.75,0.375,0.308,0.518,0.21,0.772,0.0,0.064,0.91,0.364,0.118,0.236,,,,,,,,,,,,,,,,,,
S238,0.172,,,,0.445,0.298,,,0.34,,,,,,,0.492,0.147,0.184,,0.016,,0.364,0.183,0.13,0.562,0.224,0.648,0.0,0.042,0.866,0.834,0.154,0.0,,,,,,,,,,,,,,,,,,
S239,0.0,,,,0.0,0.0,,,0.0,,,,,,,0.09,0.09,0.161,,0.0,,0.534,0.479,0.096,0.508,0.088,0.478,0.164,0.218,0.0,0.398,0.0,0.914,,,,,,,,,,,,,,,,,,
S240,0.14,,,,0.231,0.25,,,0.272,,,,,,,0.688,0.174,0.755,,0.112,,0.738,0.279,0.424,0.496,0.412,0.568,0.156,0.118,0.492,0.63,0.17,0.772,,,,,,,,,,,,,,,,,,
S241,0.13,,,,0.394,0.39,,,0.584,,,,,,,0.403,0.082,0.399,,0.027,,0.414,0.312,0.376,0.484,0.372,0.71,0.036,0.052,0.744,0.654,0.0,0.174,,,,,,,,,,,,,,,,,,
S243,0.116,,,,0.765,0.502,,,0.516,,,,,,,0.91,0.346,0.9,,0.161,,0.88,0.245,0.444,0.38,0.542,0.69,0.148,0.132,0.86,0.696,0.308,0.228,,,,,,,,,,,,,,,,,,
S244,0.17,,,,0.116,0.27,,,0.156,,,,,,,0.35,0.282,0.117,,0.024,,0.092,0.21,0.07,0.214,0.658,0.44,0.0,0.044,0.832,0.3,0.006,0.088,,,,,,,,,,,,,,,,,,
S245,0.006,,,,0.29,0.286,,,0.26,,,,,,,0.409,0.027,0.162,,0.006,,0.23,0.122,0.154,0.194,0.136,0.45,0.04,0.056,0.808,0.434,0.0,0.124,,,,,,,,,,,,,,,,,,
S246,0.0,,,,0.0,0.0,,,0.042,,,,,,,0.0,0.0,0.026,,0.0,,0.0,0.0,0.0,0.0,0.058,0.594,0.0,0.0,0.872,0.412,0.0,0.0,,,,,,,,,,,,,,,,,,
S247,0.102,,,,0.295,0.222,,,0.266,,,,,,,0.309,0.045,0.211,,0.132,,0.232,0.202,0.17,0.112,0.064,0.396,0.082,0.068,0.23,0.106,0.216,0.754,,,,,,,,,,,,,,,,,,
S248,0.204,,,,0.041,0.36,,,0.059,,,,,,,0.195,0.392,0.169,,0.0,,0.066,0.175,0.38,0.11,0.048,0.436,0.056,0.168,0.916,0.724,0.072,0.526,0.0,,,,,,,,,,,,,,,,,
S249,0.136,,,,0.661,0.506,,,0.522,,,,,,,0.644,0.24,0.44,,0.001,,0.388,0.378,0.296,0.288,0.088,0.74,0.03,0.0,0.772,0.784,0.0,0.132,,,,,,,,,,,,,,,,,,
S250,0.126,,,,0.669,0.472,,,0.598,,,,,,,0.596,0.16,0.283,,0.0,,0.43,0.309,0.506,0.222,0.338,0.82,0.074,0.0,0.796,0.76,0.186,0.368,,,,,,,,,,,,,,,,,,
S251,0.126,,,,0.621,0.43,,,0.332,,,,,,,0.811,0.156,0.621,,0.139,,0.702,0.204,0.308,0.35,0.29,0.638,0.156,0.098,0.806,0.612,0.32,0.128,,,,,,,,,,,,,,,,,,
S252,0.072,,,,0.547,0.802,,,0.214,,,,,,,0.48,0.302,0.322,,0.034,,0.43,0.289,0.246,0.228,0.67,0.754,0.0,0.0,0.944,0.67,0.074,0.702,,,,,,,,,,,,,,,,,,
C95,0.09,,,,0.604,0.64,,,0.138,,,,,,,0.489,0.264,0.327,,0.023,,0.312,0.109,0.308,0.306,0.642,0.764,0.034,0.036,0.918,0.916,0.312,0.088,,,,,,,,,,,,,,,,,,
S253,0.374,,,,0.684,0.264,,,0.55,,,,,,,0.942,0.316,0.746,,0.092,,0.702,0.316,0.512,0.466,0.434,0.494,0.154,0.222,0.83,0.75,0.646,0.728,,,,,,,,,,,,,,,,,,
S254,0.038,,,,0.188,0.016,,,0.256,,,,,,,0.418,0.104,0.229,,0.0,,0.214,0.167,0.11,0.162,0.076,0.4,0.052,0.238,0.678,0.426,0.396,0.52,,,,,,,,,,,,,,,,,,
S255,0.132,,,,0.675,0.162,,,0.326,,,,,,,0.609,0.129,0.308,,0.0,,0.538,0.274,0.358,0.32,0.086,0.778,0.148,0.074,0.726,0.812,0.12,0.394,,,,,,,,,,,,,,,,,,
C505,,,,,,,,,,,,,,,,,,,,,,,,,,0.506,,,,,,,0.066,,,,,,,,,,,,,,,,,,
S256,0.19,,,,0.109,0.52,,,0.094,,,,,,,0.438,0.182,0.072,,0.222,,0.01,0.16,0.02,0.172,0.164,0.708,0.13,0.026,0.784,0.156,0.094,0.424,,,,,,,,,,,,,,,,,,
S257,,,,,,,,,,,,,,,,,,,,,,,,,,0.268,,,,,,,0.528,,,,,,,,,,,,,,,,,,
S258,0.258,,,,0.387,0.622,,,0.156,,,,,,,0.32,0.262,0.175,,0.0,,0.252,0.264,0.282,0.242,0.178,0.762,0.032,0.084,0.496,0.552,0.166,0.284,,,,,,,,,,,,,,,,,,
S259,0.296,,,,0.529,0.82,,,0.132,,,,,,,0.37,0.531,0.338,,0.136,,0.536,0.435,0.312,0.574,0.454,0.876,0.232,0.296,0.732,0.684,0.45,0.366,,,,,,,,,,,,,,,,,,
S260,0.246,,,,0.396,0.66,,,0.0,,,,,,,0.417,0.27,0.382,,0.151,,0.686,0.324,0.414,0.412,0.416,0.54,0.0,0.206,0.638,0.538,0.318,0.592,,,,,,,,,,,,,,,,,,
S261,0.154,,,,0.586,0.346,,,0.486,,,,,,,0.795,0.124,0.633,,0.12,,0.54,0.272,0.326,0.372,0.308,0.446,0.118,0.17,0.566,0.404,0.43,0.75,,,,,,,,,,,,,,,,,,
S262,0.082,,,,0.405,0.478,,,0.178,,,,,,,0.363,0.283,0.261,,0.116,,0.202,0.209,0.074,0.268,0.178,0.654,0.0,0.0,0.88,0.342,0.184,0.024,,,,,,,,,,,,,,,,,,
S263,0.226,,,,0.411,0.202,,,0.266,,,,,,,0.0,0.114,0.177,,0.071,,0.188,0.208,0.182,0.318,0.378,0.618,0.0,0.262,0.896,0.698,0.0,0.078,,,,,,,,,,,,,,,,,,
S264,0.224,,,,0.416,0.284,,,0.4,,,,,,,0.592,0.274,0.324,,0.0,,0.332,0.455,0.178,0.294,0.276,0.568,0.0,0.148,0.0,0.686,0.382,0.418,,,,,,,,,,,,,,,,,,
S265,0.188,,,,0.58,0.18,,,0.392,,,,,,,0.605,0.237,0.321,,0.063,,0.418,0.334,0.668,0.528,0.382,0.882,0.172,0.054,0.884,0.676,0.158,0.044,,,,,,,,,,,,,,,,,,
S266,0.094,,,,0.338,0.264,,,0.39,,,,,,,0.511,0.259,0.211,,0.003,,0.274,0.233,0.0,0.174,0.132,0.67,0.0,0.06,0.83,0.154,0.144,0.17,,,,,,,,,,,,,,,,,,
C98,0.102,,,,0.944,0.634,,,0.638,,,,,,,0.687,0.114,0.336,,0.0,,0.598,0.357,0.304,0.294,0.03,0.82,0.054,0.04,0.922,0.904,0.164,0.024,,,,,,,,,,,,,,,,,,
S267,0.056,,,,0.226,0.0,,,0.442,,,,,,,0.666,0.243,0.045,,0.0,,0.454,0.428,0.398,0.246,0.288,0.754,0.068,0.222,0.792,0.892,0.196,0.462,,,,,,,,,,,,,,,,,,
S268,,,,,,,,,,,,,,,,,,,,,,,,,,0.232,,,,,,,0.506,,,,,,,,,,,,,,,,,,
S269,0.304,,,,0.646,0.3,,,0.622,,,,,,,0.779,0.23,0.745,,0.03,,0.764,0.38,0.346,0.518,0.31,0.446,0.288,0.092,0.252,0.536,0.338,0.798,,,,,,,,,,,,,,,,,,
